 num     #instances         #bytes  class name (module)
1042:             4            128  javax.swing.plaf.metal.MetalMenuBarUI (java.desktop@11.0.2)
1043:             1            128  javax.swing.plaf.metal.MetalToolBarUI (java.desktop@11.0.2)
1044:             4            128  javax.swing.text.DefaultEditorKit$VerticalPageAction (java.desktop@11.0.2)
1045:             4            128  javax.swing.text.DefaultFormatterFactory (java.desktop@11.0.2)
1046:             4            128  javax.swing.text.html.HTMLEditorKit$LinkController (java.desktop@11.0.2)
1047:             1            128  sun.awt.X11.XNETProtocol (java.desktop@11.0.2)
1048:             8            128  sun.java2d.loops.RenderCache (java.desktop@11.0.2)
1049:             2            128  sun.nio.cs.DoubleByte$Decoder_DBCSONLY (java.base@11.0.2)
1050:             4            128  sun.security.ssl.Finished$VerifyDataScheme (java.base@11.0.2)
1051:             4            128  sun.security.ssl.SSLTrafficKeyDerivation (java.base@11.0.2)
1052:             4            128  sun.security.util.DerInputBuffer (java.base@11.0.2)
1053:             4            128  sun.security.util.DerValue (java.base@11.0.2)
1054:             4            128  sun.swing.FilePane$9 (java.desktop@11.0.2)
1055:             8            128  sun.swing.StringUIClientPropertyKey (java.desktop@11.0.2)
1056:             1            120  [Ljava.awt.SystemColor; (java.desktop@11.0.2)
1057:             3            120  [Ljava.lang.invoke.LambdaForm$BasicType; (java.base@11.0.2)
1058:             5            120  adams.core.BasicDateTimeType
1059:             5            120  adams.core.ObjectCopyHelper$CopyType
1060:             5            120  adams.core.XPathResult
1061:             5            120  adams.gui.core.AbstractRecentItemsHandler$$Lambda$246/0x00000001009ed040
1062:             5            120  adams.gui.core.ExtensionFileFilter
1063:             5            120  adams.gui.core.RecentFilesHandlerWithCommandline$Setup
1064:             5            120  adams.gui.core.TitleGenerator
1065:             5            120  adams.gui.core.ToolBarPanel$ToolBarLocation
1066:             5            120  adams.gui.event.UndoEvent$UndoType
1067:             5            120  adams.gui.flow.menu.ViewZoom$$Lambda$253/0x00000001009ea440
1068:             3            120  com.jidesoft.swing.DefaultSplitButtonModel
1069:             5            120  com.mysql.jdbc.StringUtils$SearchMode
1070:             5            120  com.sun.crypto.provider.DHParameters (java.base@11.0.2)
1071:             3            120  java.io.FileInputStream (java.base@11.0.2)
1072:             3            120  java.io.FileOutputStream (java.base@11.0.2)
1073:             5            120  java.util.stream.StreamOpFlag$Type (java.base@11.0.2)
1074:             5            120  javax.imageio.spi.PartiallyOrderedSet (java.desktop@11.0.2)
1075:             5            120  javax.swing.text.FlowView$FlowStrategy (java.desktop@11.0.2)
1076:             1            120  javax.swing.text.ParagraphView (java.desktop@11.0.2)
1077:             5            120  javax.swing.text.StyledEditorKit$1 (java.desktop@11.0.2)
1078:             5            120  javax.xml.namespace.QName (java.xml@11.0.2)
1079:             1            120  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base@11.0.2)
1080:             5            120  jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer (java.base@11.0.2)
1081:             5            120  jdk.net.ExtendedSocketOptions$ExtSocketOption (jdk.net@11.0.2)
1082:             5            120  sun.awt.OSInfo$OSType (java.desktop@11.0.2)
1083:             1            120  sun.awt.X11.XDragSourceContextPeer (java.desktop@11.0.2)
1084:             5            120  sun.security.jca.ServiceId (java.base@11.0.2)
1085:             5            120  sun.security.ssl.SupportedGroupsExtension$NamedGroupType (java.base@11.0.2)
1086:             2            112  [Ljava.nio.file.attribute.PosixFilePermission; (java.base@11.0.2)
1087:             2            112  [Ljava.security.CryptoPrimitive; (java.base@11.0.2)
1088:             4            112  [Ljavax.swing.filechooser.FileFilter; (java.desktop@11.0.2)
1089:             1            112  [Ljavax.swing.text.html.CSS$Value; (java.desktop@11.0.2)
1090:             7            112  adams.core.NamedCounter
1091:             7            112  adams.gui.core.BaseSplitPane$$Lambda$204/0x000000010094f040
1092:             2            112  java.net.SocketInputStream (java.base@11.0.2)
1093:             2            112  java.nio.DirectIntBufferRU (java.base@11.0.2)
1094:             7            112  java.util.HashMap$Values (java.base@11.0.2)
1095:             7            112  java.util.regex.Pattern$$Lambda$121/0x0000000100167040 (java.base@11.0.2)
1096:             7            112  java.util.regex.Pattern$BitClass$$Lambda$120/0x0000000100167c40 (java.base@11.0.2)
1097:             7            112  javax.swing.JList$ListSelectionHandler (java.desktop@11.0.2)
1098:             7            112  javax.swing.plaf.basic.BasicSplitPaneDivider$DividerLayout (java.desktop@11.0.2)
1099:             7            112  javax.swing.plaf.basic.BasicSplitPaneDivider$MouseHandler (java.desktop@11.0.2)
1100:             7            112  javax.swing.plaf.basic.BasicSplitPaneUI$Handler (java.desktop@11.0.2)
1101:             7            112  javax.swing.text.StyleConstants$CharacterConstants (java.desktop@11.0.2)
1102:             1            112  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@11.0.2)
1103:             1            112  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@11.0.2)
1104:             1            112  sun.font.FcFontConfiguration (java.desktop@11.0.2)
1105:             2            112  sun.security.x509.X509CertInfo (java.base@11.0.2)
1106:             1            104  [Ladams.core.License;
1107:             1            104  [Lsun.security.ssl.SSLHandshake; (java.base@11.0.2)
1108:             2            104  [Lsun.util.logging.PlatformLogger$Level; (java.base@11.0.2)
1109:             1            104  com.sun.crypto.provider.SunJCE (java.base@11.0.2)
1110:             1            104  com.sun.net.ssl.internal.ssl.Provider (java.base@11.0.2)
1111:             1            104  sun.security.ec.SunEC (jdk.crypto.ec@11.0.2)
1112:             1            104  sun.security.jca.ProviderList$1 (java.base@11.0.2)
1113:             1            104  sun.security.provider.Sun (java.base@11.0.2)
1114:             1            104  sun.security.rsa.SunRsaSign (java.base@11.0.2)
1115:             2             96  [Ladams.core.logging.LoggingLevel;
1116:             4             96  [Ladams.flow.source.valuedefinition.AbstractValueDefinition;
1117:             4             96  [Ljavax.swing.JPanel; (java.desktop@11.0.2)
1118:             4             96  [Ljavax.swing.plaf.metal.MetalFileChooserUI$AlignedLabel; (java.desktop@11.0.2)
1119:             1             96  [Lsun.font.CompositeFont; (java.desktop@11.0.2)
1120:             1             96  [Lsun.font.FileFont; (java.desktop@11.0.2)
1121:             4             96  [Lsun.security.x509.AVA; (java.base@11.0.2)
1122:             4             96  [Lsun.security.x509.RDN; (java.base@11.0.2)
1123:             3             96  adams.core.AutoOnOff
1124:             4             96  adams.core.ShorteningType
1125:             3             96  adams.core.TriState
1126:             2             96  adams.core.io.filechanged.FlowFileDigest
1127:             2             96  adams.core.io.filechanged.LastModified
1128:             2             96  adams.core.io.filechanged.MultiMonitor
1129:             2             96  adams.core.logging.MultiHandler
1130:             4             96  adams.core.management.OS$OperatingSystems
1131:             4             96  adams.flow.container.SequencePlotterContainer$ContentType
1132:             3             96  adams.flow.control.flowrestart.NullManager
1133:             2             96  adams.flow.core.FlowVariables
1134:             4             96  adams.flow.source.EnterManyValues$OutputType
1135:             4             96  adams.flow.transformer.Copy$CopyType
1136:             3             96  adams.gui.core.MaximizationFixWindowListener
1137:             3             96  adams.gui.core.TextEditorPanel$2
1138:             3             96  adams.gui.core.TextEditorPanel$3
1139:             2             96  adams.gui.core.Undo
1140:             3             96  adams.gui.flow.tree.Tree$TreeState
1141:             2             96  adams.gui.flow.tree.keyboardaction.QuickSearchActorAfter
1142:             2             96  adams.gui.flow.tree.keyboardaction.QuickSearchActorBeneath
1143:             2             96  adams.gui.flow.tree.keyboardaction.QuickSearchActorHere
1144:             4             96  adams.gui.menu.ProgramUserMode$1
1145:             4             96  java.awt.Dialog$ModalityType (java.desktop@11.0.2)
1146:             2             96  java.awt.GridBagLayout (java.desktop@11.0.2)
1147:             4             96  java.awt.Queue (java.desktop@11.0.2)
1148:             3             96  java.awt.Toolkit$SelectiveAWTEventListener (java.desktop@11.0.2)
1149:             3             96  java.awt.geom.Rectangle2D$Float (java.desktop@11.0.2)
1150:             3             96  java.io.BufferedOutputStream (java.base@11.0.2)
1151:             2             96  java.lang.ProcessHandleImpl (java.base@11.0.2)
1152:             3             96  java.lang.Runtime$Version (java.base@11.0.2)
1153:             3             96  java.lang.invoke.SimpleMethodHandle (java.base@11.0.2)
1154:             4             96  java.lang.module.ModuleDescriptor$Modifier (java.base@11.0.2)
1155:             4             96  java.lang.module.ModuleDescriptor$Opens (java.base@11.0.2)
1156:             4             96  java.lang.module.ModuleDescriptor$Requires$Modifier (java.base@11.0.2)
1157:             3             96  java.net.InetAddress$InetAddressHolder (java.base@11.0.2)
1158:             2             96  java.net.SocketCleanable (java.base@11.0.2)
1159:             3             96  java.security.MessageDigest$Delegate (java.base@11.0.2)
1160:             4             96  java.sql.SQLPermission (java.sql@11.0.2)
1161:             4             96  java.text.EntryPair (java.base@11.0.2)
1162:             1             96  java.util.SimpleTimeZone (java.base@11.0.2)
1163:             2             96  java.util.concurrent.ArrayBlockingQueue (java.base@11.0.2)
1164:             4             96  java.util.concurrent.ConcurrentHashMap$KeySetView (java.base@11.0.2)
1165:             6             96  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@11.0.2)
1166:             4             96  java.util.concurrent.ConcurrentLinkedQueue (java.base@11.0.2)
1167:             4             96  java.util.concurrent.ConcurrentLinkedQueue$Node (java.base@11.0.2)
1168:             4             96  java.util.concurrent.Executors$DefaultThreadFactory (java.base@11.0.2)
1169:             3             96  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue (java.base@11.0.2)
1170:             4             96  java.util.regex.Pattern$Qtype (java.base@11.0.2)
1171:             4             96  java.util.regex.Pattern$SliceI (java.base@11.0.2)
1172:             4             96  java.util.stream.StreamShape (java.base@11.0.2)
1173:             3             96  java.util.zip.ZipFile$CleanableResource$FinalizableResource (java.base@11.0.2)
1174:             4             96  javax.swing.ButtonGroup (java.desktop@11.0.2)
1175:             4             96  javax.swing.ClientPropertyKey (java.desktop@11.0.2)
